,DateTimeStamp,Temp,Sal,DO_obs,ATemp,BP,WSpd,Tide
584,5/7/2018 1:45,24.8,28.1,4.7,19.7,1015,3.2,1.28
585,5/7/2018 2:00,24.8,27.4,5.1,19.6,1015,3.4,1.28
586,5/7/2018 2:15,24.6,28.1,5.8,19.4,1015,3.6,1.28
587,5/7/2018 2:30,24.6,30,5.5,19.3,1015,3.4,1.28
588,5/7/2018 2:45,24.5,30.2,5.4,19.3,1015,3.1,1.28
589,5/7/2018 3:00,24.5,30.6,5.4,19.3,1015,3,1.28
590,5/7/2018 3:15,24.4,30.5,5.2,19.4,1015,3.2,1.28
591,5/7/2018 3:30,24.4,30.4,5.1,19.3,1015,3,1.3
592,5/7/2018 3:45,24.3,30.2,5.3,19.1,1015,2.8,1.31
593,5/7/2018 4:00,24.2,30.3,5.3,18.8,1015,2.9,1.31
594,5/7/2018 4:15,24.2,30.5,5.3,18.5,1015,2.8,1.32
595,5/7/2018 4:30,24.1,30.6,5.4,18.4,1015,2.7,1.34
596,5/7/2018 4:45,24.1,31,5.5,18.2,1015,2.5,1.35
597,5/7/2018 5:00,24.1,31.2,5.4,17.8,1015,2.3,1.37
598,5/7/2018 5:15,24,31.2,5.4,17.6,1016,2.8,1.39
599,5/7/2018 5:30,24,31.3,5.5,17.4,1016,2.6,1.41
600,5/7/2018 5:45,24,31.4,5.5,17.4,1016,2.5,1.44
601,5/7/2018 6:00,24,31.4,5.5,17.2,1016,2,1.46
602,5/7/2018 6:15,24,31.4,5.5,17.2,1016,2.2,1.49
603,5/7/2018 6:30,23.9,31.3,5.5,17.6,1017,2.2,1.51
604,5/7/2018 6:45,23.9,31.2,5.6,18,1017,2.9,1.54
605,5/7/2018 7:00,23.9,31.1,5.4,18.5,1017,2.7,1.56
606,5/7/2018 7:15,23.9,31,5.5,19.1,1017,2.3,1.58
607,5/7/2018 7:30,23.9,30.9,5.4,19.8,1017,2.7,1.61
608,5/7/2018 7:45,24,30.8,5.4,20.5,1017,2.8,1.63
609,5/7/2018 8:00,23.9,30.4,5.5,21.3,1017,3.2,1.65
610,5/7/2018 8:15,24,30.3,5.3,22.2,1017,3.5,1.68
611,5/7/2018 8:30,24,30.2,5.2,23.2,1017,3.5,1.7
612,5/7/2018 8:45,24,30.1,4.9,24.1,1017,3.1,1.73
613,5/7/2018 9:00,24.1,30.1,4.8,25,1017,2.6,1.74
614,5/7/2018 9:15,24.1,30.1,5.2,25.4,1017,3.1,1.75
615,5/7/2018 9:30,24.1,30.2,5.6,26,1017,3,1.77
616,5/7/2018 9:45,24.1,30.1,5.3,26.8,1017,2.5,1.78
617,5/7/2018 10:00,24.1,30.1,5,27.2,1017,2.5,1.79
618,5/7/2018 10:15,24.2,30,5,27.7,1017,2,1.8
619,5/7/2018 10:30,24.2,30.2,5.9,28.1,1017,3.3,1.8
620,5/7/2018 10:45,24.2,30.2,5.6,28.1,1017,2.4,1.8
621,5/7/2018 11:00,24.3,30.1,5.6,28.6,1017,3.3,1.81
622,5/7/2018 11:15,24.2,30.6,5.8,28.6,1017,3.9,1.79
623,5/7/2018 11:30,24.2,30.5,5.6,28.8,1017,3.6,1.79
624,5/7/2018 11:45,24.3,30.4,5.5,28.9,1017,2.9,1.78
625,5/7/2018 12:00,24.3,30.3,5.2,29.3,1017,3.8,1.79
626,5/7/2018 12:15,24.3,30.4,5.6,29.5,1017,3.4,1.78
627,5/7/2018 12:30,24.3,30.5,5.7,30,1017,2.8,1.77
628,5/7/2018 12:45,24.3,30.5,5.5,29.4,1016,2.9,1.76
629,5/7/2018 13:00,24.3,30.5,5.3,29.8,1016,3.4,1.76
630,5/7/2018 13:15,24.4,30.5,5.2,30.3,1016,3.6,1.74
631,5/7/2018 13:30,24.4,30.6,5.6,30.6,1016,3.2,1.73
632,5/7/2018 13:45,24.4,30.6,5.8,30.2,1016,3.3,1.72
633,5/7/2018 14:00,24.4,30.7,6.2,28,1016,4.4,1.71
634,5/7/2018 14:15,24.4,30.6,6.2,27.9,1016,4.8,1.71
635,5/7/2018 14:30,24.5,30.3,6.2,27.3,1016,5.4,1.69
636,5/7/2018 14:45,24.6,30.4,6.2,26.9,1015,5.5,1.69
637,5/7/2018 15:00,24.6,30.5,6.3,27.7,1015,5.2,1.68
638,5/7/2018 15:15,24.5,30.6,6.1,27,1015,5,1.68
639,5/7/2018 15:30,24.5,30.6,6,26.3,1015,4.8,1.68
640,5/7/2018 15:45,24.5,30.7,6,26.5,1015,4.3,1.67
641,5/7/2018 16:00,24.5,30.7,6.1,26.6,1015,3.5,1.69
642,5/7/2018 16:15,24.5,30.6,6.2,26.9,1015,3.9,1.68
643,5/7/2018 16:30,24.5,30.6,6.2,26.3,1015,2.6,1.69
644,5/7/2018 16:45,24.5,30.6,6.3,27.2,1015,2.5,1.69
645,5/7/2018 17:00,24.5,30.6,6.3,27.2,1015,2.5,1.69
646,5/7/2018 17:15,24.5,30.4,6.3,26.3,1015,2.1,1.69
647,5/7/2018 17:30,24.5,30.1,6.6,26.2,1015,2.5,1.7
648,5/7/2018 17:45,24.5,29.6,6.8,26.7,1015,1.4,1.69
649,5/7/2018 18:00,24.6,29,7,26.3,1015,1.7,1.69
650,5/7/2018 18:15,24.6,29,6.8,26.8,1015,1.4,1.69
651,5/7/2018 18:30,24.6,28.8,6.9,27,1015,0.9,1.68
652,5/7/2018 18:45,24.6,28.8,6.7,26.4,1015,1,1.67
653,5/7/2018 19:00,24.5,28.8,6.7,26.1,1015,0.5,1.67
654,5/7/2018 19:15,24.5,28.8,6.6,25.5,1015,0.7,1.66
655,5/7/2018 19:30,24.5,28.8,6.4,24.3,1015,1.5,1.66
656,5/7/2018 19:45,24.5,28.9,6.3,23.8,1016,1.5,1.65
657,5/7/2018 20:00,24.5,29,6.2,23.3,1016,1.4,1.64
658,5/7/2018 20:15,24.5,28.9,6,23.3,1016,2.5,1.64
659,5/7/2018 20:30,24.5,29,6,23.3,1016,3.2,1.63
660,5/7/2018 20:45,24.4,29.1,6.1,23,1016,3.1,1.62
661,5/7/2018 21:00,24.4,29.2,6,22.8,1016,3.5,1.61
662,5/7/2018 21:15,24.4,29.4,5.9,22.6,1016,3.4,1.6
663,5/7/2018 21:30,24.4,29.4,5.8,22.2,1016,3,1.59
664,5/7/2018 21:45,24.4,29.5,5.6,22.1,1016,3.1,1.58
665,5/7/2018 22:00,24.4,29.5,5.5,22.1,1017,3.4,1.57
666,5/7/2018 22:15,24.4,29.5,5.3,22.1,1017,3.3,1.56
667,5/7/2018 22:30,24.4,29.5,5.2,21.9,1017,3.3,1.55
668,5/7/2018 22:45,24.4,29.4,5,21.7,1017,2.9,1.54
669,5/7/2018 23:00,24.4,29.4,5,21.6,1017,2.9,1.52
670,5/7/2018 23:15,24.4,29.4,4.9,21.3,1017,2.7,1.5
671,5/7/2018 23:30,24.4,29.3,5,21.1,1017,2.8,1.49
672,5/7/2018 23:45,24.4,29.3,5,20.8,1017,2.5,1.47
673,5/8/2018 0:00,24.4,29.3,5,20.7,1017,3,1.45
674,5/8/2018 0:15,24.4,29.2,4.9,20.2,1017,2.6,1.43
675,5/8/2018 0:30,24.3,29.2,4.8,20,1016,1.6,1.42
676,5/8/2018 0:45,24.3,29.3,4.5,19.7,1016,1.3,1.4
677,5/8/2018 1:00,24.3,29.2,4.3,19.8,1016,1.2,1.39
678,5/8/2018 1:15,24.3,29.3,4.3,19.6,1016,1.3,1.37
679,5/8/2018 1:30,24.3,29.2,4.1,18.9,1016,1.5,1.36
680,5/8/2018 1:45,24.3,29.2,4.7,18.7,1016,2,1.35
681,5/8/2018 2:00,24.3,29.3,4.6,18.8,1016,2.1,1.34
682,5/8/2018 2:15,24.4,28.6,4.9,18.8,1016,1.9,1.33
683,5/8/2018 2:30,24.4,28.8,3.7,18.6,1016,2.3,1.32
684,5/8/2018 2:45,24.5,29.5,5.1,18.6,1016,2.6,1.31
685,5/8/2018 3:00,24.5,29.4,5,18.6,1016,2.1,1.31
686,5/8/2018 3:15,24.4,29.1,5.4,19,1016,1.6,1.3
687,5/8/2018 3:30,24.3,28.8,5.6,19.1,1016,1.4,1.31
688,5/8/2018 3:45,24.3,29.8,5.8,19,1016,1.6,1.31
689,5/8/2018 4:00,24.3,30.3,5.8,18.7,1016,1.4,1.31
690,5/8/2018 4:15,24.3,30.3,5.8,18.6,1016,1.1,1.32
691,5/8/2018 4:30,24.3,30.1,5.9,18.1,1016,1.2,1.33
692,5/8/2018 4:45,24.3,29.8,5.8,18.2,1016,1.4,1.33
693,5/8/2018 5:00,24.3,29.4,5.8,18,1016,1.5,1.34
694,5/8/2018 5:15,24.3,27.9,6,17.6,1016,1.7,1.36
695,5/8/2018 5:30,24.3,25.6,6.3,17.5,1016,1.4,1.37
696,5/8/2018 5:45,24.1,24.4,6.2,16.8,1017,1.3,1.39
697,5/8/2018 6:00,24.1,23.6,6.4,17.2,1017,1.7,1.42
698,5/8/2018 6:15,24.1,23.8,5.7,17.3,1017,2.1,1.43
699,5/8/2018 6:30,24.2,24.2,5.4,17.6,1017,2,1.44
700,5/8/2018 6:45,24.2,23.8,5.8,18,1017,2,1.47
701,5/8/2018 7:00,24.3,22.8,6.1,18.6,1017,2.2,1.5
702,5/8/2018 7:15,24.3,22.5,6.3,19.4,1018,2.5,1.52
703,5/8/2018 7:30,24.3,22.9,6.5,20.2,1018,2.3,1.54
704,5/8/2018 7:45,24.4,23.9,6.6,20.9,1018,1.9,1.56
705,5/8/2018 8:00,24.5,25.4,6.6,21.7,1018,1.8,1.58
706,5/8/2018 8:15,24.5,26.6,6.4,22.7,1018,2,1.6
707,5/8/2018 8:30,24.5,27.2,6.3,23.6,1018,2.2,1.62
708,5/8/2018 8:45,24.5,27.9,6.3,24.6,1018,1.8,1.64
709,5/8/2018 9:00,24.5,28.5,6.1,25.7,1018,1.3,1.66
710,5/8/2018 9:15,24.5,29.6,6.1,26,1018,1.3,1.68
711,5/8/2018 9:30,24.5,30.1,6.1,27.2,1018,1.1,1.7
712,5/8/2018 9:45,24.5,30.2,6.1,28.2,1018,1.1,1.72
713,5/8/2018 10:00,24.5,30.3,6.2,28.6,1018,1.3,1.73
714,5/8/2018 10:15,24.5,30.2,6.4,29.4,1018,1.1,1.75
715,5/8/2018 10:30,24.5,30.2,6.2,29.8,1018,1.6,1.76
716,5/8/2018 10:45,24.5,30.2,5.8,29.5,1018,1.6,1.77
717,5/8/2018 11:00,24.6,30,6,28.3,1018,3.7,1.78
718,5/8/2018 11:15,NA,NA,NA,27.9,1018,3.7,NA
719,5/8/2018 11:30,24.6,30.1,7.3,27.7,1018,3.8,1.74
720,5/8/2018 11:45,24.6,29.1,7.2,27.8,1018,3.7,1.74
721,5/8/2018 12:00,24.7,29.3,7,28.2,1018,3.9,1.74
722,5/8/2018 12:15,24.8,28.6,6.9,28.1,1018,4.1,1.75
723,5/8/2018 12:30,24.8,27.8,7.1,27.4,1018,3.4,1.75
724,5/8/2018 12:45,24.9,27.6,7.3,27.8,1018,3.7,1.75
725,5/8/2018 13:00,24.9,27.7,7.3,28.4,1018,3.5,1.74
726,5/8/2018 13:15,24.9,27.8,7.3,27.7,1018,3.5,1.73
727,5/8/2018 13:30,24.9,27.8,7.2,27.4,1018,3.9,1.73
728,5/8/2018 13:45,24.8,27.7,7.3,28.2,1018,3.4,1.72
729,5/8/2018 14:00,24.8,27.6,7.4,27.7,1018,4,1.72
730,5/8/2018 14:15,24.9,27.5,7.5,27.7,1018,3.9,1.71
731,5/8/2018 14:30,24.9,27.3,7.6,28.1,1017,3.9,1.71
732,5/8/2018 14:45,25,26.8,7.7,28.1,1017,3.7,1.7
733,5/8/2018 15:00,25,26,7.9,28.2,1017,3.9,1.69
734,5/8/2018 15:15,25,26.1,7.9,27.8,1017,3.9,1.68
735,5/8/2018 15:30,25.1,25.8,8,28,1017,3.2,1.67
736,5/8/2018 15:45,25.1,25.9,8.1,27.6,1017,3.5,1.67
737,5/8/2018 16:00,25.1,26.2,8,27.1,1017,3.6,1.66
738,5/8/2018 16:15,25.2,26.2,7.9,27,1017,3.2,1.65
739,5/8/2018 16:30,25.2,26.1,7.9,27.2,1017,2.8,1.64
740,5/8/2018 16:45,25.2,26,8,26.7,1017,2.1,1.64
741,5/8/2018 17:00,25.2,26,8,26.5,1017,3.6,1.63
742,5/8/2018 17:15,25.2,25.9,8,26.4,1017,3.5,1.62
743,5/8/2018 17:30,25.3,25.7,8,26.4,1017,3.2,1.62
744,5/8/2018 17:45,25.3,25.5,8,26,1017,3.1,1.62
745,5/8/2018 18:00,25.4,25.2,8,26,1017,2.7,1.62
746,5/8/2018 18:15,25.4,24.9,7.9,25.8,1017,2.7,1.61
747,5/8/2018 18:30,25.6,24.3,7.8,25.6,1017,2.3,1.61
748,5/8/2018 18:45,25.6,24.3,7.6,25.3,1017,2,1.61
749,5/8/2018 19:00,25.9,23.3,7.5,24.9,1017,1.9,1.62
750,5/8/2018 19:15,25.8,23.9,7.2,24.3,1017,1.9,1.61
751,5/8/2018 19:30,25.7,24.3,7.1,24,1017,2.2,1.62
752,5/8/2018 19:45,25.7,24.3,6.9,23.7,1017,1.9,1.61
753,5/8/2018 20:00,25.6,24.2,6.5,23.4,1017,1,1.62
754,5/8/2018 20:15,25.6,24.7,6.2,23.5,1017,0.7,1.62
755,5/8/2018 20:30,25.6,24.7,6.2,22.7,1017,0.5,1.62
756,5/8/2018 20:45,25.5,24.8,6.7,22.4,1018,1.2,1.62
757,5/8/2018 21:00,25.5,25,6.2,22.7,1018,1.4,1.62
758,5/8/2018 21:15,25.4,25.1,6.5,22.3,1018,1.2,1.63
759,5/8/2018 21:30,25.3,25.5,6.3,21.6,1018,0.8,1.63
760,5/8/2018 21:45,25.3,25.8,6.3,21.1,1018,1.3,1.62
761,5/8/2018 22:00,25.3,25.8,6.5,21.4,1018,0.3,1.62
762,5/8/2018 22:15,25.3,26,6.2,21.8,1018,0.7,1.62
763,5/8/2018 22:30,25.2,26.1,6,21.2,1018,0.6,1.61
764,5/8/2018 22:45,25.2,26.2,6,20.8,1018,0.6,1.61
765,5/8/2018 23:00,25.3,26.1,6.3,20.9,1018,0.5,1.6
766,5/8/2018 23:15,25.3,25.7,6.2,21,1018,0.2,1.6
767,5/8/2018 23:30,25.3,25.4,5.9,20.9,1018,0.4,1.59
768,5/8/2018 23:45,25.3,25.4,5.8,20.4,1018,0.5,1.58
769,5/9/2018 0:00,25.5,24.2,6.5,20.4,1018,0.4,1.58
770,5/9/2018 0:15,25.5,24.4,6.2,20.4,1018,0,1.57
771,5/9/2018 0:30,25.5,24.4,6.2,19.7,1018,0.1,1.56
772,5/9/2018 0:45,25.5,24.2,6.3,19.3,1018,0.5,1.54
773,5/9/2018 1:00,25.6,24.2,6,19.8,1018,0.5,1.53
774,5/9/2018 1:15,25.6,24.1,5.7,19.7,1018,0.5,1.52
775,5/9/2018 1:30,25.7,22.2,6.7,19.6,1018,1.1,1.51
776,5/9/2018 1:45,25.7,23.1,6.6,19.4,1017,0.8,1.49
777,5/9/2018 2:00,25.6,23.2,6.2,19.5,1017,0.9,1.49
778,5/9/2018 2:15,25.7,23.2,6.2,19.5,1017,0.6,1.47
779,5/9/2018 2:30,25.8,22.7,6.4,18.8,1017,1,1.47
780,5/9/2018 2:45,25.8,22.4,6.8,18.6,1017,0.8,1.46
781,5/9/2018 3:00,25.9,21.5,7.1,19.2,1017,1,1.45
782,5/9/2018 3:15,26,20.6,7.1,19.1,1017,1.3,1.44
783,5/9/2018 3:30,26.1,19,7.2,19.2,1017,0.8,1.45
784,5/9/2018 3:45,26,18.9,6.8,19,1017,0.1,1.44
785,5/9/2018 4:00,26,18.1,6.7,18.6,1017,0.9,1.44
786,5/9/2018 4:15,25.9,19.2,5.9,18.7,1017,0.9,1.44
787,5/9/2018 4:30,25.9,19.2,7.1,19.1,1018,2.9,1.43
788,5/9/2018 4:45,25.8,21,6.7,20.3,1018,2.1,1.44
789,5/9/2018 5:00,25.7,21.7,6.9,20,1018,1.2,1.44
790,5/9/2018 5:15,25.7,20,7.3,19.4,1018,0.8,1.45
791,5/9/2018 5:30,25.7,20.3,7,19.1,1018,0.9,1.46
792,5/9/2018 5:45,25.7,21.5,6.6,19.1,1018,0.8,1.47
793,5/9/2018 6:00,25.7,22.2,6.2,19.3,1019,0.4,1.47
794,5/9/2018 6:15,25.6,22,6.2,20,1019,0.5,1.48
795,5/9/2018 6:30,25.6,22.1,6.1,19.7,1019,0.6,1.5
796,5/9/2018 6:45,25.6,21.7,6.2,19.8,1019,0.7,1.51
797,5/9/2018 7:00,25.6,22.1,5.8,21.2,1019,0.2,1.52
798,5/9/2018 7:15,25.6,22.2,5.8,22.3,1019,0.2,1.53
799,5/9/2018 7:30,25.6,22.4,5.8,24.2,1019,0.3,1.54
800,5/9/2018 7:45,25.6,22.7,5.5,24.6,1020,0.7,1.56
801,5/9/2018 8:00,25.6,23,5.4,24.6,1020,2.6,1.58
802,5/9/2018 8:15,25.5,23,5.7,25.5,1019,3.2,1.6
803,5/9/2018 8:30,25.5,23.2,5.7,25.7,1020,3.7,1.62
804,5/9/2018 8:45,25.5,23.4,4.9,26,1020,3.4,1.65
805,5/9/2018 9:00,25.5,23.4,5.4,26.2,1020,3.7,1.67
806,5/9/2018 9:15,25.5,23.5,5.5,26.2,1020,3.9,1.69
807,5/9/2018 9:30,25.5,23.6,5.7,26.6,1020,3.4,1.71
808,5/9/2018 9:45,25.5,24,5.3,27,1020,3.4,1.73
809,5/9/2018 10:00,25.5,23.9,5.4,27.1,1020,4,1.75
810,5/9/2018 10:15,25.5,24.1,5.5,27.3,1020,3.7,1.77
811,5/9/2018 10:30,25.5,24.2,5.8,27.6,1020,3.3,1.79
812,5/9/2018 10:45,25.6,24.2,5.9,27.4,1020,3.4,1.8
813,5/9/2018 11:00,25.6,24.3,6,27.6,1020,3.3,1.81
814,5/9/2018 11:15,25.6,24.6,5.7,27.8,1020,3.7,1.82
815,5/9/2018 11:30,25.7,24.5,5.7,27.9,1020,3.7,1.82
816,5/9/2018 11:45,25.7,24.4,5.9,27.6,1020,3.8,1.82
817,5/9/2018 12:00,25.8,23.8,6.1,27.7,1020,3.8,1.82
818,5/9/2018 12:15,25.8,23.7,5.7,27.9,1020,3.7,1.82
819,5/9/2018 12:30,25.9,23.9,5.1,27.7,1020,4,1.82
820,5/9/2018 12:45,26,24,5,27.6,1020,4.2,1.82
821,5/9/2018 13:00,26,24.1,6.8,27.7,1019,4.2,1.81
822,5/9/2018 13:15,26,24.1,6.9,27.9,1019,4.1,1.81
823,5/9/2018 13:30,26,24.5,6.8,27.7,1019,4.4,1.8
824,5/9/2018 13:45,26,24.4,7,27.8,1019,4.7,1.79
825,5/9/2018 14:00,26,24.8,6.7,27.6,1019,5.1,1.78
826,5/9/2018 14:15,26,24.8,6.6,27.9,1019,4.5,1.77
827,5/9/2018 14:30,26.2,23.8,7.2,27.7,1019,4.7,1.76
828,5/9/2018 14:45,26.4,23.3,7.5,27.6,1019,4.9,1.74
829,5/9/2018 15:00,26.1,24.6,7,27.6,1018,4.7,1.72
830,5/9/2018 15:15,26,25.1,7.1,27.7,1018,4.7,1.71
831,5/9/2018 15:30,26,24.9,7.2,27.5,1018,4.8,1.69
832,5/9/2018 15:45,26.1,24.7,7.3,27.9,1018,4.7,1.68
833,5/9/2018 16:00,26.1,24.5,7.4,27.5,1018,4.3,1.66
834,5/9/2018 16:15,26.1,24.3,7.6,27.4,1018,4.2,1.65
835,5/9/2018 16:30,26.2,24.1,7.8,27.5,1018,4.1,1.64
836,5/9/2018 16:45,26.4,23.3,8.2,27.3,1018,4.4,1.63
837,5/9/2018 17:00,26.3,23.5,8.1,27.1,1018,4.4,1.62
838,5/9/2018 17:15,26.6,22.7,8.2,26.8,1018,4.5,1.61
839,5/9/2018 17:30,26.4,23.4,7.9,26.6,1018,4.4,1.6
840,5/9/2018 17:45,26.4,23.4,7.7,26.3,1018,3.7,1.59
841,5/9/2018 18:00,26.4,23.1,7.7,26.2,1018,3.3,1.59
842,5/9/2018 18:15,26.4,23.2,7.6,25.7,1018,4,1.59
843,5/9/2018 18:30,26.5,23,7.5,25.5,1018,3.5,1.58
844,5/9/2018 18:45,26.5,22.9,7.5,25.1,1018,3.5,1.58
845,5/9/2018 19:00,26.6,22.2,7.7,24.8,1018,3.6,1.58
846,5/9/2018 19:15,26.7,21.9,7.6,24.4,1018,3.2,1.58
847,5/9/2018 19:30,26.6,21.9,7.1,24.1,1018,3.2,1.59
848,5/9/2018 19:45,26.9,20.6,8,23.8,1018,2.7,1.59
849,5/9/2018 20:00,26.8,20.9,8.3,23.3,1018,2.1,1.6
850,5/9/2018 20:15,26.7,21.4,8.2,22.7,1018,1.7,1.6
851,5/9/2018 20:30,26.7,21.6,8.1,22.4,1018,1.5,1.61
852,5/9/2018 20:45,26.7,21.7,8,22,1018,1.5,1.62
853,5/9/2018 21:00,26.6,21.7,8,21.7,1018,1.5,1.62
854,5/9/2018 21:15,26.6,21.7,7.9,21.5,1018,1,1.63
855,5/9/2018 21:30,26.6,21.8,7.9,21.5,1019,1,1.64
856,5/9/2018 21:45,26.6,21.7,8,21.3,1019,1.2,1.64
857,5/9/2018 22:00,26.7,21.7,8.1,21.2,1019,0.8,1.65
858,5/9/2018 22:15,26.7,21.7,8.2,21.3,1019,1.1,1.66
859,5/9/2018 22:30,26.7,21.7,8.1,21.2,1019,1.3,1.67
860,5/9/2018 22:45,26.6,21.7,8,21.3,1019,1.3,1.68
861,5/9/2018 23:00,26.6,22,8,21.2,1019,0.9,1.68
862,5/9/2018 23:15,26.6,22.1,8,20.8,1019,0.9,1.68
863,5/9/2018 23:30,26.6,22.1,7.7,20.9,1019,1.2,1.69
864,5/9/2018 23:45,26.6,22.1,7.1,20.5,1019,1.4,1.68
865,5/10/2018 0:00,26.6,22.1,7.2,20.9,1019,1.1,1.68
866,5/10/2018 0:15,26.6,22.1,7.1,20.6,1019,0.6,1.68
867,5/10/2018 0:30,26.6,22,7,20.7,1019,1.3,1.67
868,5/10/2018 0:45,26.6,21.9,7.2,20.1,1019,1,1.66
869,5/10/2018 1:00,26.6,21.9,7.5,19.6,1019,1.4,1.66
870,5/10/2018 1:15,26.6,21.8,7.4,19.7,1018,1.3,1.65
871,5/10/2018 1:30,26.5,21.8,7.2,19.7,1018,1.1,1.64
872,5/10/2018 1:45,26.5,21.8,7.1,19.9,1018,1.7,1.63
873,5/10/2018 2:00,26.5,21.6,7.4,19.8,1018,1.2,1.62
874,5/10/2018 2:15,26.5,21.7,7.1,20.1,1018,0.9,1.62
875,5/10/2018 2:30,26.5,21.7,7,19.9,1018,0.4,1.6
876,5/10/2018 2:45,26.5,21.7,6.9,19.8,1018,0,1.59
877,5/10/2018 3:00,26.5,21.7,7.1,19.1,1018,0.8,1.59
878,5/10/2018 3:15,26.5,21.8,7,19.3,1018,0.8,1.58
879,5/10/2018 3:30,26.5,21.8,6.8,19.4,1018,1.6,1.56
880,5/10/2018 3:45,26.5,21.7,6.9,19,1019,1.4,1.56
881,5/10/2018 4:00,26.5,21.7,6.6,18.7,1019,1,1.54
882,5/10/2018 4:15,26.5,21.7,6.9,18.2,1019,0.8,1.52
883,5/10/2018 4:30,26.5,21.2,7.1,18.4,1019,1.3,1.51
884,5/10/2018 4:45,26.4,20.8,6.8,18.4,1019,1.4,1.5
885,5/10/2018 5:00,26.5,20.9,6.6,19,1019,2.1,1.5
886,5/10/2018 5:15,26.5,20.3,6.9,19.4,1019,2.1,1.5
887,5/10/2018 5:30,26.5,20.5,6.7,20.6,1020,2.6,1.51
888,5/10/2018 5:45,25.9,25.4,5.2,20.9,1020,1.6,1.5
889,5/10/2018 6:00,25.9,25.8,5.7,20.3,1020,0.6,1.5
890,5/10/2018 6:15,25.9,25.5,6.1,20,1020,1.5,1.49
891,5/10/2018 6:30,25.9,25.9,6.1,19.7,1020,1.2,1.5
892,5/10/2018 6:45,26,25.8,6.1,20.1,1020,0.9,1.51
893,5/10/2018 7:00,26,25.5,6.4,20.7,1020,1,1.52
894,5/10/2018 7:15,26,25.1,6.5,21.1,1020,0.9,1.53
895,5/10/2018 7:30,26,24.7,6.8,21.3,1021,1.4,1.53
896,5/10/2018 7:45,25.9,24.5,6.9,22,1021,0.4,1.56
897,5/10/2018 8:00,26,24.5,6.9,22.8,1021,0.7,1.57
898,5/10/2018 8:15,26,24.7,6.8,24.6,1021,0.6,1.58
899,5/10/2018 8:30,26,24.5,6.7,25.8,1021,1.1,1.59
900,5/10/2018 8:45,26,24.5,6.7,26.5,1021,1.3,1.6
901,5/10/2018 9:00,26,24.5,6.6,27.1,1021,1,1.62
902,5/10/2018 9:15,26,24.2,6.7,27.1,1021,1.4,1.64
903,5/10/2018 9:30,26,25,6.5,27.5,1021,1.1,1.66
904,5/10/2018 9:45,26,25.5,6.1,27.5,1021,1.4,1.69
905,5/10/2018 10:00,25.9,25.6,6.6,28.4,1021,1.1,1.71
906,5/10/2018 10:15,25.9,25.8,6.8,28.5,1021,0.7,1.73
907,5/10/2018 10:30,25.9,26.2,6.8,28.4,1021,2.1,1.75
908,5/10/2018 10:45,25.9,26.5,6.8,27.8,1021,3.2,1.78
909,5/10/2018 11:00,25.9,26.4,6.8,27.7,1021,3.5,1.79
910,5/10/2018 11:15,25.9,26.5,7.3,28,1021,3,1.81
911,5/10/2018 11:30,26,26.6,7.4,28,1021,3.3,1.82
912,5/10/2018 11:45,26.1,26.4,7.4,28.6,1021,3.1,1.83
913,5/10/2018 12:00,26.1,26.6,6.8,28.8,1021,3.2,1.83
914,5/10/2018 12:15,26,26.7,6.9,29.2,1020,3.2,1.83
915,5/10/2018 12:30,26.1,26.4,7.5,29.3,1020,3.6,1.84
916,5/10/2018 12:45,26.2,25.9,7.7,29.6,1020,3.4,1.85
917,5/10/2018 13:00,26.2,25.5,7.8,29.1,1020,4.9,1.85
918,5/10/2018 13:15,26.3,25.6,7.9,29.3,1020,4.7,1.85
919,5/10/2018 13:30,26.3,25.3,7.8,29.3,1020,4.1,1.84
920,5/10/2018 13:45,26.4,25,7.9,28.9,1020,4.9,1.83
921,5/10/2018 14:00,26.5,24.8,8,29,1020,5,1.82
922,5/10/2018 14:15,26.5,24.5,8,28.6,1020,4.7,1.81
923,5/10/2018 14:30,26.6,24.2,8.1,28.4,1019,4.6,1.79
924,5/10/2018 14:45,26.6,23.8,8.1,28.4,1019,5.1,1.78
925,5/10/2018 15:00,26.7,23.5,8.2,28.5,1019,4.9,1.76
926,5/10/2018 15:15,26.7,23.1,8.2,28.5,1019,4.8,1.74
927,5/10/2018 15:30,26.7,23,8.4,28.7,1018,5,1.72
928,5/10/2018 15:45,26.7,23,8.4,28.9,1018,5.3,1.7
929,5/10/2018 16:00,27.3,20.8,8.5,28.7,1018,5.3,1.68
930,5/10/2018 16:15,27,22.5,8.4,28.8,1018,5.1,1.66
931,5/10/2018 16:30,26.9,22.8,8.5,28.5,1018,5.4,1.64
932,5/10/2018 16:45,26.8,23.1,8.7,28.5,1018,5.3,1.62
933,5/10/2018 17:00,26.7,23.6,8.6,28.2,1018,5.5,1.6
934,5/10/2018 17:15,26.9,23.1,9.2,27.9,1017,5.3,1.58
935,5/10/2018 17:30,27,22.5,9.1,27.7,1017,5.2,1.56
936,5/10/2018 17:45,26.9,23,8.6,27.4,1017,5.1,1.55
937,5/10/2018 18:00,26.7,23.5,8.3,27.3,1017,5.1,1.54
938,5/10/2018 18:15,26.7,23.6,7.9,27.2,1017,4.6,1.53
939,5/10/2018 18:30,27,22.5,8.1,27.4,1018,3.7,1.53
940,5/10/2018 18:45,26.7,23.4,7.8,27.1,1018,3.6,1.52
941,5/10/2018 19:00,26.7,23.5,7.6,26.4,1018,3.1,1.52
