"","File","Date","interval","tempC","I","K.instant","GPP.instant","ER.instant"
"1","dat_input.csv","2015-08-01",1,29.9,0,0.0116121257880911,0,0.133394884156829
"2","dat_input.csv","2015-08-01",2,29.9,0,0.0116121257880911,0,0.133394884156829
"3","dat_input.csv","2015-08-01",3,29.9,0,0.0116121257880911,0,0.133394884156829
"4","dat_input.csv","2015-08-01",4,29.8,0,0.0115845053658643,0,0.132473501183594
"5","dat_input.csv","2015-08-01",5,29.8,0,0.0115845053658643,0,0.132473501183594
"6","dat_input.csv","2015-08-01",6,29.7,0,0.0115569506411452,0,0.131558482371839
"7","dat_input.csv","2015-08-01",7,29.8,2.66666666666667,0.0115845053658643,0.000920097806297114,0.132473501183594
"8","dat_input.csv","2015-08-01",8,29.8,70,0.0115845053658643,0.0241525674152992,0.132473501183594
"9","dat_input.csv","2015-08-01",9,29.8,281,0.0115845053658643,0.0969553063385583,0.132473501183594
"10","dat_input.csv","2015-08-01",10,29.7,655.888888888889,0.0115569506411452,0.226305722940494,0.131558482371839
"11","dat_input.csv","2015-08-01",11,29.7,1532.33333333333,0.0115569506411452,0.528711201943477,0.131558482371839
"12","dat_input.csv","2015-08-01",12,29.8,442.666666666667,0.0115845053658643,0.152736235845321,0.132473501183594
"13","dat_input.csv","2015-08-01",13,30,348.333333333333,0.0116398120644654,0.12018777594756,0.134322675555718
"14","dat_input.csv","2015-08-01",14,30,1158.77777777778,0.0116398120644654,0.399820834244692,0.134322675555718
"15","dat_input.csv","2015-08-01",15,30,2185,0.0116398120644654,0.753905140034697,0.134322675555718
"16","dat_input.csv","2015-08-01",16,30,657.555555555556,0.0116398120644654,0.22688078406943,0.134322675555718
"17","dat_input.csv","2015-08-01",17,30,13.6666666666667,0.0116398120644654,0.00471550125727272,0.134322675555718
"18","dat_input.csv","2015-08-01",18,30,42.6666666666667,0.0116398120644654,0.0147215649007538,0.134322675555718
"19","dat_input.csv","2015-08-01",19,30,69.8888888888889,0.0116398120644654,0.0241142300067035,0.134322675555718
"20","dat_input.csv","2015-08-01",20,30,61.3333333333333,0.0116398120644654,0.0211622495448336,0.134322675555718
"21","dat_input.csv","2015-08-01",21,30.2,0.555555555555556,0.011695382808083,0.000191687042978565,0.136197662228626
"22","dat_input.csv","2015-08-01",22,30.2,0,0.011695382808083,0,0.136197662228626
"23","dat_input.csv","2015-08-01",23,30.2,0,0.011695382808083,0,0.136197662228626
"24","dat_input.csv","2015-08-01",24,30.2,0,0.011695382808083,0,0.136197662228626
"25","dat_input.csv","2015-08-02",1,30.2,0,0.0116536799470098,0,0.127277520267931
"26","dat_input.csv","2015-08-02",2,30,0,0.011598307355008,0,0.125525334141105
"27","dat_input.csv","2015-08-02",3,29.8,0,0.011543197866503,0,0.12379726976191
"28","dat_input.csv","2015-08-02",4,30,0,0.011598307355008,0,0.125525334141105
"29","dat_input.csv","2015-08-02",5,30,0,0.011598307355008,0,0.125525334141105
"30","dat_input.csv","2015-08-02",6,30,0,0.011598307355008,0,0.125525334141105
"31","dat_input.csv","2015-08-02",7,30,4.22222222222222,0.011598307355008,0.000954393741134142,0.125525334141105
"32","dat_input.csv","2015-08-02",8,30,117.222222222222,0.011598307355008,0.0264969841288558,0.125525334141105
"33","dat_input.csv","2015-08-02",9,30,380.222222222222,0.011598307355008,0.0859456679516062,0.125525334141105
"34","dat_input.csv","2015-08-02",10,29.8,528.111111111111,0.011543197866503,0.119374564516068,0.12379726976191
"35","dat_input.csv","2015-08-02",11,29.6,694.777777777778,0.0114883502313557,0.1570480016661,0.12209299505449
"36","dat_input.csv","2015-08-02",12,30,1109.22222222222,0.011598307355008,0.250729282045845,0.125525334141105
"37","dat_input.csv","2015-08-02",13,30,1405,0.011598307355008,0.317587075174769,0.125525334141105
"38","dat_input.csv","2015-08-02",14,30,1824.33333333333,0.011598307355008,0.412373443044249,0.125525334141105
"39","dat_input.csv","2015-08-02",15,30.1,2138.77777777778,0.0116259606847053,0.483450661133977,0.126398391051007
"40","dat_input.csv","2015-08-02",16,30.1,1916.33333333333,0.0116259606847053,0.433169180351067,0.126398391051007
"41","dat_input.csv","2015-08-02",17,30.2,1558.11111111111,0.0116536799470098,0.352196406103265,0.127277520267931
"42","dat_input.csv","2015-08-02",18,30.2,236.222222222222,0.0116536799470098,0.0533958182539786,0.127277520267931
"43","dat_input.csv","2015-08-02",19,30.2,178.555555555556,0.0116536799470098,0.0403608090000677,0.127277520267931
"44","dat_input.csv","2015-08-02",20,30.2,142,0.0116536799470098,0.0320977684518272,0.127277520267931
"45","dat_input.csv","2015-08-02",21,30.4,0.444444444444444,0.0117093168986161,0.000100462499066752,0.129054164853634
"46","dat_input.csv","2015-08-02",22,30.5,0,0.0117372349034435,0,0.129951765574222
"47","dat_input.csv","2015-08-02",23,30.4,0,0.0117093168986161,0,0.129054164853634
"48","dat_input.csv","2015-08-02",24,30.3,0,0.0116814652991217,0,0.128162764026137
"49","dat_input.csv","2015-08-03",1,30.2,0,0.0115914043057854,0,0.237237617376251
"50","dat_input.csv","2015-08-03",2,30.1,0,0.0115638331713549,0,0.235598973565861
"51","dat_input.csv","2015-08-03",3,30,0,0.0115363276171969,0,0.233971648169333
"52","dat_input.csv","2015-08-03",4,29.9,0,0.0115088874873233,0,0.232355563008305
"53","dat_input.csv","2015-08-03",5,29.8,0,0.0114815126261168,0,0.230750640444403
"54","dat_input.csv","2015-08-03",6,29.8,0,0.0114815126261168,0,0.230750640444403
