"Date","Time","I","tempC","DO.meas","atmo.pressure","salinity"
"2022-05-01","00:00:00",0,24.4,6.7,1.00394866732478,27.9
"2022-05-01","01:00:00",0,24.3,6.6,1.00394866732478,27.8
"2022-05-01","02:00:00",0,24.3,7.3,1.00394866732478,23.6
"2022-05-01","03:00:00",0,24.3,7,1.00394866732478,24.7
"2022-05-01","04:00:00",0,24.5,7.1,1.00394866732478,24.2
"2022-05-01","05:00:00",0,24.5,6.7,1.00394866732478,24.1
"2022-05-01","06:00:00",7.55555555555556,24.5,6.6,1.00493583415597,23.9
"2022-05-01","07:00:00",270,24.4,6.6,1.00493583415597,24
"2022-05-01","08:00:00",673.888888888889,24.4,6,1.00493583415597,24.5
"2022-05-01","09:00:00",909.777777777778,24.5,6.7,1.00592300098717,25.5
"2022-05-01","10:00:00",1605.88888888889,24.4,6,1.00592300098717,27
"2022-05-01","11:00:00",1697.77777777778,24.6,6.6,1.00592300098717,27.4
"2022-05-01","12:00:00",1965.55555555556,24.6,5.8,1.00592300098717,27.4
"2022-05-01","13:00:00",1981.33333333333,24.8,7,1.00592300098717,27.1
"2022-05-01","14:00:00",1726.55555555556,25.2,7.1,1.00493583415597,26.6
"2022-05-01","15:00:00",1781.77777777778,25.7,7.3,1.00493583415597,26.5
"2022-05-01","16:00:00",1088.22222222222,26,7.8,1.00493583415597,26.5
"2022-05-01","17:00:00",953.111111111111,25.8,6.8,1.00493583415597,26.4
"2022-05-01","18:00:00",252.444444444444,26.1,5.8,1.00394866732478,26.4
"2022-05-01","19:00:00",49.5555555555556,25,7,1.00394866732478,27
"2022-05-01","20:00:00",0,25.1,6.2,1.00394866732478,27.3
"2022-05-01","21:00:00",0,25,6.4,1.00493583415597,27.9
"2022-05-01","22:00:00",0,24.9,6.5,1.00592300098717,28.3
"2022-05-01","23:00:00",0,24.9,6.2,1.00592300098717,28.6
"2022-05-02","00:00:00",0,24.8,6,1.00592300098717,28.9
