"","File","Date","interval","tempC","I","K.instant","GPP.instant","ER.instant"
"1","dat_input.csv","2-23-2012",1,16.4,0,0.0179878590050309,0,0.0734818513868763
"2","dat_input.csv","2-23-2012",2,16.4,0,0.0179878590050309,0,0.0734818513868763
"3","dat_input.csv","2-23-2012",3,16.4,0,0.0179878590050309,0,0.0734818513868763
"4","dat_input.csv","2-23-2012",4,16.3,0,0.0179450733626995,0,0.0729742987386798
"5","dat_input.csv","2-23-2012",5,16.2,0,0.0179023894896331,0,0.072470251849876
"6","dat_input.csv","2-23-2012",6,16.2,0,0.0179023894896331,0,0.072470251849876
"7","dat_input.csv","2-23-2012",7,16.3,0,0.0179450733626995,0,0.0729742987386798
"8","dat_input.csv","2-23-2012",8,16.2,92.5555555555556,0.0179023894896331,0.0210820048183126,0.072470251849876
"9","dat_input.csv","2-23-2012",9,16.3,128.222222222222,0.0179450733626995,0.029206042689475,0.0729742987386798
"10","dat_input.csv","2-23-2012",10,16.5,272.888888888889,0.0180307466592712,0.0621577476996108,0.0739929341778099
"11","dat_input.csv","2-23-2012",11,16.7,362.888888888889,0.0181168289769484,0.0826576563464693,0.0750257885704043
"12","dat_input.csv","2-23-2012",12,16.9,403.777777777778,0.018203322268478,0.0919711950897335,0.0760730603963408
"13","dat_input.csv","2-23-2012",13,16.8,726.666666666667,0.0181600241285713,0.165517780926488,0.0755476097914386
"14","dat_input.csv","2-23-2012",14,16.7,868.888888888889,0.0181168289769484,0.197912698294363,0.0750257885704043
"15","dat_input.csv","2-23-2012",15,16.7,664.666666666667,0.0181168289769484,0.15139562163643,0.0750257885704043
"16","dat_input.csv","2-23-2012",16,16.8,189,0.0181600241285713,0.043049808158403,0.0755476097914386
"17","dat_input.csv","2-23-2012",17,16.7,197.888888888889,0.0181168289769484,0.0450744904938953,0.0750257885704043
"18","dat_input.csv","2-23-2012",18,16.6,123.444444444444,0.0180737365686429,0.0281177759341479,0.0745075716644168
"19","dat_input.csv","2-23-2012",19,16.6,49.2222222222222,0.0180737365686429,0.0112116784327881,0.0745075716644168
"20","dat_input.csv","2-23-2012",20,16.6,12,0.0180737365686429,0.00273332115291448,0.0745075716644168
"21","dat_input.csv","2-23-2012",21,16.7,0,0.0181168289769484,0,0.0750257885704043
"22","dat_input.csv","2-23-2012",22,17.1,0,0.0182902284959297,0,0.0771349509060433
"23","dat_input.csv","2-23-2012",23,17.3,0,0.0183775496307406,0,0.0782116641591549
"24","dat_input.csv","2-23-2012",24,17.4,0,0.0184213664070521,0,0.0787556438609124
"25","dat_input.csv","2-24-2012",1,17.5,0,0.0179700192693073,0,0.134060907634417
"26","dat_input.csv","2-24-2012",2,17.5,0,0.0179700192693073,0,0.134060907634417
"27","dat_input.csv","2-24-2012",3,17.5,0,0.0179700192693073,0,0.134060907634417
"28","dat_input.csv","2-24-2012",4,17.8,0,0.0180988613332723,0,0.136877679616176
"29","dat_input.csv","2-24-2012",5,17.2,0,0.0178420944054436,0,0.131302101307976
"30","dat_input.csv","2-24-2012",6,17,0,0.0177573174921885,0,0.129494510149296
"31","dat_input.csv","2-24-2012",7,16.9,0,0.0177150802123225,0,0.128600067775939
"32","dat_input.csv","2-24-2012",8,16.8,155.333333333333,0.0176729433973951,0.0554273027346321,0.127711803480388
"33","dat_input.csv","2-24-2012",9,16.9,260,0.0177150802123225,0.0927753135901569,0.128600067775939
"34","dat_input.csv","2-24-2012",10,17.2,555.666666666667,0.0178420944054436,0.198277497121528,0.131302101307976
"35","dat_input.csv","2-24-2012",11,17.4,594.222222222222,0.0179272760602946,0.21203520388041,0.133134924314655
"36","dat_input.csv","2-24-2012",12,17.7,859.222222222222,0.0180558116625253,0.306594658116531,0.135932240334816
"37","dat_input.csv","2-24-2012",13,18,1062.11111111111,0.0181852688437503,0.378991120772781,0.138788331142711
"38","dat_input.csv","2-24-2012",14,18.1,838.111111111111,0.0182286271735114,0.29906161983357,0.139753635177526
"39","dat_input.csv","2-24-2012",15,18.3,652,0.0183156542115383,0.232651940233778,0.141704431663408
"40","dat_input.csv","2-24-2012",16,18.4,327.111111111111,0.0183593234133477,0.116722445815992,0.142690017832718
"41","dat_input.csv","2-24-2012",17,18.5,235.777777777778,0.0184030967336976,0.0841321433497064,0.143682458975339
"42","dat_input.csv","2-24-2012",18,18.4,148.888888888889,0.0183593234133477,0.0531277436798335,0.142690017832718
"43","dat_input.csv","2-24-2012",19,17.9,154.222222222222,0.0181420136454395,0.0550308270355289,0.137829694640218
"44","dat_input.csv","2-24-2012",20,18.1,45.7777777777778,0.0182286271735114,0.0163347988030533,0.139753635177526
"45","dat_input.csv","2-24-2012",21,18,0,0.0181852688437503,0,0.138788331142711
"46","dat_input.csv","2-24-2012",22,18.4,0,0.0183593234133477,0,0.142690017832718
"47","dat_input.csv","2-24-2012",23,18.3,0,0.0183156542115383,0,0.141704431663408
"48","dat_input.csv","2-24-2012",24,18.4,0,0.0183593234133477,0,0.142690017832718
"49","dat_input.csv","2-25-2012",1,18.1,0,0.0185313659496501,0,0.0600602462297367
"50","dat_input.csv","2-25-2012",2,18,0,0.0184872875301332,0,0.0596453990742841
"51","dat_input.csv","2-25-2012",3,17.7,0,0.0183556803401208,0,0.0584179711296816
"52","dat_input.csv","2-25-2012",4,17.7,0,0.0183556803401208,0,0.0584179711296816
"53","dat_input.csv","2-25-2012",5,17.5,0,0.0182684631174915,0,0.057613750884384
"54","dat_input.csv","2-25-2012",6,17.5,0,0.0182684631174915,0,0.057613750884384
"55","dat_input.csv","2-25-2012",7,17.4,0,0.0182250100345721,0,0.0572158021217712
"56","dat_input.csv","2-25-2012",8,17.3,0,0.0181816603084815,0,0.0568206020643761
"57","dat_input.csv","2-25-2012",9,17,77.4444444444444,0.0180522288156755,0.0136383026696953,0.055651304920164
"58","dat_input.csv","2-25-2012",10,16.9,275.888888888889,0.0180092900643112,0.0485852303139934,0.0552669111323822
"59","dat_input.csv","2-25-2012",11,16.9,369.666666666667,0.0180092900643112,0.0650999038480291,0.0552669111323822
"60","dat_input.csv","2-25-2012",12,16.8,614.111111111111,0.0179664534463948,0.108147631069449,0.0548851724231165
"61","dat_input.csv","2-25-2012",13,16.6,1094.88888888889,0.0178810856397509,0.192814683654487,0.0541295870103445
"62","dat_input.csv","2-25-2012",14,16.8,1206.11111111111,0.0179664534463948,0.212401399540233,0.0548851724231165
"63","dat_input.csv","2-25-2012",15,17,941.333333333333,0.0180522288156755,0.16577288409994,0.055651304920164
"64","dat_input.csv","2-25-2012",16,16.9,688.333333333333,0.0180092900643112,0.121218486425771,0.0552669111323822
"65","dat_input.csv","2-25-2012",17,17,225.777777777778,0.0180522288156755,0.0397604462336024,0.055651304920164
"66","dat_input.csv","2-25-2012",18,16.9,134.333333333333,0.0180092900643112,0.0236566828230438,0.0552669111323822
"67","dat_input.csv","2-25-2012",19,16.8,46.8888888888889,0.0179664534463948,0.00825733676701781,0.0548851724231165
"68","dat_input.csv","2-25-2012",20,16.7,7.33333333333333,0.0179237187189931,0.00129143181664259,0.0545060704532518
"69","dat_input.csv","2-25-2012",21,16.7,0,0.0179237187189931,0,0.0545060704532518
"70","dat_input.csv","2-25-2012",22,16.5,0,0.0178385539668895,0,0.0537557040077479
"71","dat_input.csv","2-25-2012",23,16.5,0,0.0178385539668895,0,0.0537557040077479
"72","dat_input.csv","2-25-2012",24,16.4,0,0.0177961234592053,0,0.053384403483743
"73","dat_input.csv","2-26-2012",1,16,0,0.0183102028706147,0,0.0439989454742331
"74","dat_input.csv","2-26-2012",2,15.9,0,0.0182666505061662,0,0.0436950366740081
"75","dat_input.csv","2-26-2012",3,16,0,0.0183102028706147,0,0.0439989454742331
"76","dat_input.csv","2-26-2012",4,15.9,0,0.0182666505061662,0,0.0436950366740081
"77","dat_input.csv","2-26-2012",5,15.7,0,0.0181798563097993,0,0.0430935020360753
"78","dat_input.csv","2-26-2012",6,15.6,0,0.0181366139856578,0,0.0427958473000329
"79","dat_input.csv","2-26-2012",7,15.7,0,0.0181798563097993,0,0.0430935020360753
"80","dat_input.csv","2-26-2012",8,15.6,0,0.0181366139856578,0,0.0427958473000329
"81","dat_input.csv","2-26-2012",9,15.7,31.5555555555556,0.0181798563097993,0.00502182806782632,0.0430935020360753
"82","dat_input.csv","2-26-2012",10,15.6,113.666666666667,0.0181366139856578,0.0180891905400927,0.0427958473000329
