"","File","Date","GPP.mean","GPP.sd","GPP.median","ER.mean","ER.sd","ER.median","NEP.mean","NEP.sd","NEP.median","PR.mean","PR.sd","PR.median","K.mean","K.sd","K.median","theta.mean","theta.sd","theta.median","A.mean","A.sd","A.median","p.mean","p.sd","p.median","R2","PPP","rmse","rmse.relative","mrl.fraction","ER.K.cor","convergence.check","A.Rhat","K.Rhat","theta.Rhat","p.Rhat","R.Rhat","GPP.Rhat","DIC","pD","totDailyLight","aveDailyTemp","interval","smooth.DO","smooth.PAR","n.iter","n.burnin"
"1","dat_input.csv","2-23-2012",0.932087821673031,0.448567087196614,0.910060427931556,1.79024860578614,0.529143079919845,1.78279180560273,-0.858160784113113,0.199404487157466,-0.852448979534817,0.49404982157084,0.139122739615843,0.515021019357724,0.433941876290871,1.00398804153854e-09,0.433941876293904,1.07177,0,1.07177,0.000227776762742873,0.000109617523820074,0.000222393870357164,1,0,1,0.00803973821913093,0.503,0.432973357861952,0.865194699328711,0.375,-0.0130391666473327,"Fine",1.00691917656389,1,1,1,1.00175983836372,1.00691917656389,33.3673908491299,2.77169479694025,4092.11111111111,16.6166666666667,3600,0,FALSE,20000,10000
"2","dat_input.csv","2-24-2012",2.1011626149675,0.61298553274597,2.08888552230641,3.27559080145423,0.726225750537471,3.26108930242247,-1.17442818648672,0.240213156198491,-1.17610691304407,0.632196052878648,0.0790417249090633,0.639665991868194,0.433941876256833,1.00350275164705e-09,0.433941876232783,1.07177,0,1.07177,0.000356828129192911,0.000104099739503241,0.000354743182518638,1,0,1,0.206259537825523,0.485666666666667,0.495244757500581,0.898992551875883,0.166666666666667,-0.0128610804711835,"Fine",1.00411839909433,1,1,1,1.0013910674297,1.00411839909433,39.9952155507595,3.01602083540823,5888.44444444444,17.7583333333333,3600,0,FALSE,20000,10000
"3","dat_input.csv","2-25-2012",1.0006444192619,0.378957444684015,0.999604320131887,1.34181723847292,0.435509477168276,1.33504332416192,-0.341172819211012,0.175551187458188,-0.341584761786006,0.741193757185494,0.167001111730342,0.746126239255344,0.43394187626284,9.9506726988072e-10,0.43394187625529,1.07177,0,1.07177,0.000176104338633081,6.66930718660148e-05,0.00017592129062334,1,0,1,0.203862958020757,0.568333333333333,0.383851154383887,0.690385988432735,0.25,0.0084952101722701,"Fine",1.00391676090449,1,1,1,1.00310119495804,1.00391676090449,28.264771675673,3.02588318297944,5682.11111111111,17.0666666666667,3600,0,FALSE,20000,10000
"4","dat_input.csv","2-26-2012",0.316587358191417,0.186970305776692,0.298235625751159,1.01794601855049,0.213500218004415,0.998979556066303,-0.701358660359074,0.0939208625496272,-0.69860047852242,0.290476867795586,0.127611773814418,0.298599104026329,0.433941876275995,1.00667685150074e-09,0.433941876275731,1.07177,0,1.07177,0.000159142438769144,9.39864137617419e-05,0.000149917372193947,1,0,1,0.0997627857763005,0.547666666666667,0.203101410029646,0.78490391644112,0.375,-0.00243288975456649,"Fine",1.00076670467645,1,1,1,1.00145424416266,1.00076670467645,-1.37506792115707,2.96648543467763,1989.33333333333,15.4708333333333,3600,0,FALSE,20000,10000
"5","dat_input.csv","2-27-2012",0.364438797331562,0.220604317368373,0.33638067936842,0.505783134622253,0.258390938079099,0.478640138522109,-0.141344337290691,0.104951096180287,-0.138649853194076,0.750216647825711,0.731844590525479,0.717241644426002,0.433941876270868,9.96069253839345e-10,0.433941876252546,1.07177,0,1.07177,0.000121872298739793,7.37724837927898e-05,0.000112489358834607,1,0,1,0.0771029829665347,0.424333333333333,0.23066230280196,0.756194744634594,0.208333333333333,0.0091590478966963,"Fine",1.0040253296677,1,1,1,1.00134679285638,1.0040253296677,4.23240464455585,2.7829411313909,2990.33333333333,15.3958333333333,3600,0,FALSE,20000,10000
"6","dat_input.csv","2-28-2012",0.513971352188869,0.327229704192098,0.477400284606195,0.81933297681076,0.383296911284307,0.785408541486959,-0.305361624621891,0.188219495149696,-0.300174334688116,0.615800004683063,0.347650444917305,0.616011527254659,0.433941876268071,1.00508994162747e-09,0.43394187626652,1.07177,0,1.07177,7.86904968988129e-05,5.00998118149307e-05,7.3091360939299e-05,1,0,1,0.00403572138296643,0.563333333333333,0.424916052702647,0.782622283736013,0.5,-0.0124564407301507,"Fine",1.0028363445681,1,1,1,1.00320591927442,1.0028363445681,32.1298013421933,2.68256878643481,6531.55555555555,16.2041666666667,3600,0,FALSE,20000,10000
"7","dat_input.csv","2-29-2012",0.62866044109421,0.213623917954791,0.606433344585371,0.19869954988263,0.186303217274982,0.143210508975813,0.429960891211579,0.148175861437244,0.430624539962034,20.4672787940783,305.046478996438,3.94607252649188,0.433941876306324,9.95482609662023e-10,0.433941876296126,1.07177,0,1.07177,0.000149740478228077,5.08830292865719e-05,0.000144446211493141,1,0,1,0.195011938685062,0.438666666666667,0.360370579475524,0.896069666953202,0.291666666666667,0.022087180902339,"Fine",1.0010351501985,1,1,1,1.00071785471773,1.0010351501985,24.962031379685,3.62382228386567,4198.33333333333,16.9083333333333,3600,0,FALSE,20000,10000
"8","dat_input.csv","3-1-2012",0.452322635703329,0.35187759353385,0.386341707588712,1.80842755808711,0.438739990530362,1.75099998597849,-1.35610492238378,0.224493809731794,-1.3479510711806,0.226642377087916,0.135172583350632,0.221904653928448,0.433941876259832,1.00852723281536e-09,0.433941876257332,1.07177,0,1.07177,0.000140915356063898,0.000109622982512536,0.000120359838287875,1,0,1,0.254926483383195,0.581333333333333,0.500403406419218,0.979734835775052,0.208333333333333,-0.0183902226846201,"Fine",1.00077651683958,1,1,1,1.00074393717401,1.00077651683958,40.1487339795591,3.28166842767311,3209.88888888889,17.7041666666667,3600,0,FALSE,20000,10000
"9","dat_input.csv","3-2-2012",0.52077358585471,0.446837186180916,0.400267275235132,1.61191534137142,0.579673325616946,1.53869893107533,-1.09114175551671,0.363400256688639,-1.08561313345612,0.294181613969771,0.188492982522541,0.273300255527757,0.433941876287478,1.02102777424828e-09,0.433941876280133,1.07177,0,1.07177,8.97610363239695e-05,7.70172873377557e-05,6.89904526795655e-05,1,0,1,0.0571469124426086,0.587666666666667,0.809266896033912,0.843519767339288,0.208333333333333,-0.00624439769566901,"Fine",1.00102840149198,1,1,1,1.00065925585413,1.00102840149198,62.2484728695212,3.49947551809232,5801.77777777777,18.5791666666667,3600,0,FALSE,20000,10000
"10","dat_input.csv","3-3-2012",2.50445727634674,0.75435050600202,2.45443350778536,0.527869943732877,0.528053841504577,0.364687358142958,1.97658733261387,0.630275328279469,1.98192175991544,27.7924480801889,137.220018412068,6.28703852616044,0.433941876271984,1.00525020557078e-09,0.433941876240185,1.07177,0,1.07177,0.000384165041622564,0.000115711733744962,0.000376491769128359,1,0,1,0.00913986781557776,0.566333333333333,1.6473335841246,2.80372374194388,0.708333333333333,-0.0210395102193189,"Fine",1.00106008327514,1,1,1,1.00102358589334,1.00106008327514,94.9329254586623,3.77339054969576,6519.22222222222,20.1708333333333,3600,0,FALSE,20000,10000
