"Date","Time","I","tempC","DO.meas","atmo.pressure","salinity"
"2022-05-01","00:00:00",0,24.4,7.2,1.00394866732478,10.3
"2022-05-01","01:00:00",0,24.4,7.4,1.00394866732478,10.1
"2022-05-01","02:00:00",0,23.9,5.9,1.00394866732478,10.6
"2022-05-01","03:00:00",0,24,5.7,1.00394866732478,11.5
"2022-05-01","04:00:00",0,24.4,7.2,1.00394866732478,11.8
"2022-05-01","05:00:00",0,24.3,7.4,1.00394866732478,10.8
"2022-05-01","06:00:00",7.55555555555556,24.1,7.3,1.00493583415597,10.6
"2022-05-01","07:00:00",270,24.1,6.8,1.00493583415597,10.9
"2022-05-01","08:00:00",673.888888888889,24.2,5.5,1.00493583415597,15.7
"2022-05-01","09:00:00",909.777777777778,24.3,5.7,1.00592300098717,16.2
"2022-05-01","10:00:00",1605.88888888889,24.2,4.6,1.00592300098717,17.7
"2022-05-01","11:00:00",1697.77777777778,24.2,4.2,1.00592300098717,17.7
"2022-05-01","12:00:00",1965.55555555556,23.9,6.5,1.00592300098717,14.1
"2022-05-01","13:00:00",1981.33333333333,23.9,6.8,1.00592300098717,13.5
"2022-05-01","14:00:00",1726.55555555556,24.1,5.8,1.00493583415597,14.5
"2022-05-01","15:00:00",1781.77777777778,24.1,6.5,1.00493583415597,13.5
"2022-05-01","16:00:00",1088.22222222222,24.6,7.5,1.00493583415597,12
"2022-05-01","17:00:00",953.111111111111,24.3,6.8,1.00493583415597,13.7
"2022-05-01","18:00:00",252.444444444444,24.2,6.5,1.00394866732478,13.8
"2022-05-01","19:00:00",49.5555555555556,24.4,6.1,1.00394866732478,15.4
"2022-05-01","20:00:00",0,24.4,4,1.00394866732478,19.6
"2022-05-01","21:00:00",0,24.5,4.8,1.00493583415597,20.3
"2022-05-01","22:00:00",0,24.6,5.4,1.00592300098717,19.5
"2022-05-01","23:00:00",0,24.8,6.9,1.00592300098717,15.7
"2022-05-02","00:00:00",0,24.8,8.3,1.00592300098717,11.2
"2022-05-02","01:00:00",0,25.9,7.6,1.00592300098717,11.3
"2022-05-02","02:00:00",0,26,8.2,1.00493583415597,11.3
"2022-05-02","03:00:00",0,25.4,7.6,1.00493583415597,11.4
"2022-05-02","04:00:00",0,25.2,7.6,1.00493583415597,11.3
"2022-05-02","05:00:00",0,25.6,7.6,1.00493583415597,11.7
"2022-05-02","06:00:00",6,25.4,7.8,1.00493583415597,12.3
"2022-05-02","07:00:00",271.777777777778,24.9,4.8,1.00592300098717,18.8
"2022-05-02","08:00:00",704.222222222222,25,5.8,1.00592300098717,21.7
"2022-05-02","09:00:00",1145,25.2,6.4,1.00592300098717,21.4
"2022-05-02","10:00:00",1514.11111111111,25.2,6.4,1.00592300098717,21.9
"2022-05-02","11:00:00",1788.33333333333,25.3,5.5,1.00691016781836,22.8
"2022-05-02","12:00:00",1951.22222222222,25.3,5.5,1.00691016781836,23
"2022-05-02","13:00:00",1969.22222222222,25.2,6.2,1.00592300098717,22
"2022-05-02","14:00:00",1893.55555555556,24.9,6.8,1.00592300098717,20.2
"2022-05-02","15:00:00",1679.66666666667,24.9,7.2,1.00493583415597,17.9
"2022-05-02","16:00:00",1137.11111111111,25,7.2,1.00493583415597,18.5
"2022-05-02","17:00:00",901.666666666667,25.1,7.9,1.00394866732478,16.7
"2022-05-02","18:00:00",446.555555555556,25.7,7.9,1.00394866732478,15.4
"2022-05-02","19:00:00",55.3333333333333,25.3,7.3,1.00493583415597,19.8
"2022-05-02","20:00:00",0,25.4,8,1.00493583415597,19.8
"2022-05-02","21:00:00",0,25.4,8.9,1.00493583415597,16.8
"2022-05-02","22:00:00",0,25.6,9.1,1.00493583415597,16.5
"2022-05-02","23:00:00",0,25.9,8.7,1.00493583415597,15.4
"2022-05-03","00:00:00",0,26.3,8,1.00493583415597,13.1
"2022-05-03","01:00:00",0,26.3,8.1,1.00394866732478,13.1
"2022-05-03","02:00:00",0,26.5,7.9,1.00394866732478,12
"2022-05-03","03:00:00",0,27.1,8.4,1.00394866732478,11.6
"2022-05-03","04:00:00",0,26.8,7.7,1.00394866732478,12.3
